filename, dx, dy, angle, scale
Images/SPI-AOI-TEST-0363.jpeg,35,-23,18.3165,0.952801
Images/SPI-AOI-TEST-0364.jpeg,-17,20,-5.12521,0.928078
Images/SPI-AOI-TEST-0365.jpeg,27,-33,-4.89829,0.948888
Images/SPI-AOI-TEST-0366.jpeg,-45,5,0.225756,1.05083
Images/SPI-AOI-TEST-0367.jpeg,-15,50,-17.2693,0.923729
Images/SPI-AOI-TEST-0368.jpeg,-41,-29,-25.6598,0.977664
Images/SPI-AOI-TEST-0369.jpeg,-13,-38,-25.5571,1.06863
Images/SPI-AOI-TEST-0370.jpeg,-49,-1,-18.131,1.04451
Images/SPI-AOI-TEST-0371.jpeg,39,46,22.4129,0.915524
Images/SPI-AOI-TEST-0372.jpeg,49,-41,29.2825,1.03725
Images/SPI-AOI-TEST-0373.jpeg,38,18,10.2257,0.992297
Images/SPI-AOI-TEST-0374.jpeg,12,-20,10.9101,0.988274
Images/SPI-AOI-TEST-0375.jpeg,-13,-17,-20.7039,1.09685
Images/SPI-AOI-TEST-0376.jpeg,25,3,-29.9202,0.933822
Images/SPI-AOI-TEST-0377.jpeg,50,39,-4.99147,0.927271
Images/SPI-AOI-TEST-0378.jpeg,-2,25,7.5539,1.05762
Images/SPI-AOI-TEST-0379.jpeg,-4,9,-19.5856,1.04398
Images/SPI-AOI-TEST-0380.jpeg,-12,32,-27.4437,0.93889
Images/SPI-AOI-TEST-0381.jpeg,31,3,12.2014,0.934988
Images/SPI-AOI-TEST-0382.jpeg,-22,41,-29.203,0.977537
Images/SPI-AOI-TEST-0383.jpeg,0,1,-22.2957,0.953368
Images/SPI-AOI-TEST-0384.jpeg,-27,48,-18.0337,1.02146
Images/SPI-AOI-TEST-0385.jpeg,-14,38,11.1458,1.08465
Images/SPI-AOI-TEST-0386.jpeg,-9,20,11.4331,1.04193
Images/SPI-AOI-TEST-0387.jpeg,-49,0,15.1812,0.950626
Images/SPI-AOI-TEST-0388.jpeg,-1,28,-12.5896,0.974004
Images/SPI-AOI-TEST-0389.jpeg,20,-30,-16.2855,0.923285
Images/SPI-AOI-TEST-0390.jpeg,-23,37,-10.1179,1.01164
Images/SPI-AOI-TEST-0391.jpeg,41,-32,17.6818,0.910684
Images/SPI-AOI-TEST-0392.jpeg,17,-40,15.3958,0.934928
Images/SPI-AOI-TEST-0393.jpeg,-40,37,8.83445,1.08585
Images/SPI-AOI-TEST-0394.jpeg,-2,-8,23.1838,1.085
Images/SPI-AOI-TEST-0395.jpeg,8,-1,-0.42034,1.08539
Images/SPI-AOI-TEST-0396.jpeg,27,9,6.16068,1.05018
Images/SPI-AOI-TEST-0397.jpeg,-34,-46,28.1681,0.9226
Images/SPI-AOI-TEST-0398.jpeg,9,33,-8.52725,1.08266
Images/SPI-AOI-TEST-0399.jpeg,-29,31,28.899,1.04952
Images/SPI-AOI-TEST-0400.jpeg,50,23,-28.538,0.998656
Images/SPI-AOI-TEST-0401.jpeg,-12,-34,11.9613,0.963315
Images/SPI-AOI-TEST-0402.jpeg,-34,-28,26.9565,0.910419
Images/SPI-AOI-TEST-0403.jpeg,-29,0,2.6319,0.916389
Images/SPI-AOI-TEST-0404.jpeg,-30,-2,27.7803,0.913081
Images/SPI-AOI-TEST-0405.jpeg,8,45,-14.2867,1.00457
Images/SPI-AOI-TEST-0406.jpeg,-24,-38,5.45181,0.93642
Images/SPI-AOI-TEST-0407.jpeg,-10,-41,-5.10047,0.935626
Images/SPI-AOI-TEST-0408.jpeg,44,-29,8.59019,0.904791
Images/SPI-AOI-TEST-0409.jpeg,8,-31,-0.561065,1.09729
Images/SPI-AOI-TEST-0410.jpeg,19,26,-29.7815,1.08705
Images/SPI-AOI-TEST-0411.jpeg,21,-14,-24.4354,1.05032
Images/SPI-AOI-TEST-0412.jpeg,39,-46,10.8565,1.05441
Images/SPI-AOI-TEST-0413.jpeg,20,11,-3.57548,1.06433
Images/SPI-AOI-TEST-0414.jpeg,46,24,24.8381,1.04642
Images/SPI-AOI-TEST-0415.jpeg,-32,29,0.604105,1.03877
Images/SPI-AOI-TEST-0416.jpeg,33,-41,12.8344,1.04193
Images/SPI-AOI-TEST-0417.jpeg,20,12,-5.95426,0.911714
Images/SPI-AOI-TEST-0418.jpeg,1,9,-11.5257,1.02174
Images/SPI-AOI-TEST-0419.jpeg,-33,-11,-1.19229,1.03169
Images/SPI-AOI-TEST-0420.jpeg,39,-35,15.5146,1.05646
Images/SPI-AOI-TEST-0421.jpeg,-33,2,-16.4742,0.934251
Images/SPI-AOI-TEST-0422.jpeg,39,-27,7.83589,1.06451
Images/SPI-AOI-TEST-0423.jpeg,30,-42,19.5789,1.03135
Images/SPI-AOI-TEST-0424.jpeg,45,38,-28.7125,0.994734
Images/SPI-AOI-TEST-0425.jpeg,-29,-2,14.6174,0.947322
Images/SPI-AOI-TEST-0426.jpeg,32,14,-11.6543,1.07739
Images/SPI-AOI-TEST-0427.jpeg,-42,-30,23.2495,0.929909
Images/SPI-AOI-TEST-0428.jpeg,33,22,24.2733,1.02878
Images/SPI-AOI-TEST-0429.jpeg,42,42,24.1494,1.01545
Images/SPI-AOI-TEST-0430.jpeg,22,-49,-21.8187,0.947321
Images/SPI-AOI-TEST-0431.jpeg,-38,-32,2.88813,1.0165
Images/SPI-AOI-TEST-0432.jpeg,-42,-10,-6.24464,0.938567
Images/SPI-AOI-TEST-0433.jpeg,22,45,-16.8148,0.964441
Images/SPI-AOI-TEST-0434.jpeg,-46,14,-16.3578,0.95774
Images/SPI-AOI-TEST-0435.jpeg,-25,18,-1.57101,0.923755
Images/SPI-AOI-TEST-0436.jpeg,1,-12,28.7934,1.07777
Images/SPI-AOI-TEST-0437.jpeg,-46,0,-16.8474,0.900785
Images/SPI-AOI-TEST-0438.jpeg,44,49,3.36981,0.972986
Images/SPI-AOI-TEST-0439.jpeg,-16,0,-10.1336,0.980478
Images/SPI-AOI-TEST-0440.jpeg,29,33,11.0221,1.05692
Images/SPI-AOI-TEST-0441.jpeg,-14,22,4.32621,1.02345
Images/SPI-AOI-TEST-0442.jpeg,16,46,-28.355,1.01907
Images/SPI-AOI-TEST-0443.jpeg,-18,20,-9.92364,1.05192
Images/SPI-AOI-TEST-0444.jpeg,-36,13,27.8058,0.949075
Images/SPI-AOI-TEST-0445.jpeg,-6,15,-6.86889,0.964482
Images/SPI-AOI-TEST-0446.jpeg,-35,-5,10.0429,1.01233
Images/SPI-AOI-TEST-0447.jpeg,13,49,27.184,1.05217
Images/SPI-AOI-TEST-0448.jpeg,0,-19,22.7452,0.930098
Images/SPI-AOI-TEST-0449.jpeg,-28,50,14.6873,1.0642
Images/SPI-AOI-TEST-0450.jpeg,5,-44,-25.6109,0.906728
Images/SPI-AOI-TEST-0451.jpeg,-32,-46,4.01978,0.964636
Images/SPI-AOI-TEST-0452.jpeg,-33,37,3.64762,0.967299
Images/SPI-AOI-TEST-0453.jpeg,-13,1,4.42062,0.905907
Images/SPI-AOI-TEST-0454.jpeg,-44,-45,-19.6353,0.922753
Images/SPI-AOI-TEST-0455.jpeg,-3,-34,10.7294,0.940335
Images/SPI-AOI-TEST-0456.jpeg,-43,-32,-20.4139,1.07308
Images/SPI-AOI-TEST-0457.jpeg,-4,-27,-18.2885,1.08258
Images/SPI-AOI-TEST-0458.jpeg,-10,-28,-17.5924,0.900656
Images/SPI-AOI-TEST-0459.jpeg,-18,-27,10.7996,0.983255
Images/SPI-AOI-TEST-0460.jpeg,-19,17,-22.8689,0.937907
Images/SPI-AOI-TEST-0461.jpeg,5,-7,18.6171,0.992818
Images/SPI-AOI-TEST-0462.jpeg,14,-10,-10.8391,0.922348
Images/SPI-AOI-TEST-0463.jpeg,37,-4,-15.4419,0.951734
Images/SPI-AOI-TEST-0464.jpeg,26,-31,16.5728,0.908535
Images/SPI-AOI-TEST-0465.jpeg,4,48,-20.9303,1.06496
Images/SPI-AOI-TEST-0466.jpeg,-7,-19,-9.42676,0.948
Images/SPI-AOI-TEST-0467.jpeg,-40,24,4.61883,0.93206
Images/SPI-AOI-TEST-0468.jpeg,28,-43,23.211,1.09639
Images/SPI-AOI-TEST-0469.jpeg,6,-26,-28.3828,1.07501
Images/SPI-AOI-TEST-0470.jpeg,-50,-18,-17.4132,0.900048
Images/SPI-AOI-TEST-0471.jpeg,-39,11,-12.2145,1.09951
Images/SPI-AOI-TEST-0472.jpeg,18,12,7.35127,0.910687
Images/SPI-AOI-TEST-0473.jpeg,36,-33,-22.8549,1.07029
Images/SPI-AOI-TEST-0474.jpeg,48,-28,23.9967,1.02599
Images/SPI-AOI-TEST-0475.jpeg,17,-43,28.0631,1.09198
Images/SPI-AOI-TEST-0476.jpeg,22,-38,28.1425,0.974266
Images/SPI-AOI-TEST-0477.jpeg,13,-19,14.4823,0.966324
Images/SPI-AOI-TEST-0478.jpeg,-16,-12,-1.86423,0.99721
Images/SPI-AOI-TEST-0479.jpeg,-50,37,1.75615,0.978593
Images/SPI-AOI-TEST-0480.jpeg,-41,-25,-14.4915,0.967408
Images/SPI-AOI-TEST-0481.jpeg,40,-50,15.6481,0.982095
Images/SPI-AOI-TEST-0482.jpeg,18,34,-23.856,0.981669
Images/SPI-AOI-TEST-0483.jpeg,7,38,-15.3681,1.01419
Images/SPI-AOI-TEST-0484.jpeg,7,-46,25.1432,1.03339
Images/SPI-AOI-TEST-0485.jpeg,40,17,-25.3266,1.00162
Images/SPI-AOI-TEST-0486.jpeg,2,30,-16.0931,0.950287
Images/SPI-AOI-TEST-0487.jpeg,11,36,7.972,1.03444
Images/SPI-AOI-TEST-0488.jpeg,33,30,-20.6996,1.02547
Images/SPI-AOI-TEST-0489.jpeg,18,34,23.8052,1.06138
Images/SPI-AOI-TEST-0490.jpeg,-47,20,-23.7541,1.08032
Images/SPI-AOI-TEST-0491.jpeg,-19,-26,-14.9281,0.978262
Images/SPI-AOI-TEST-0492.jpeg,-29,-48,12.2061,1.02626
Images/SPI-AOI-TEST-0493.jpeg,-32,-21,23.7732,1.05789
Images/SPI-AOI-TEST-0494.jpeg,40,5,-4.84207,1.03591
Images/SPI-AOI-TEST-0495.jpeg,-5,-1,-0.64507,0.996208
Images/SPI-AOI-TEST-0496.jpeg,-22,-2,14.6591,0.929453
Images/SPI-AOI-TEST-0497.jpeg,-35,-48,3.05988,0.992548
Images/SPI-AOI-TEST-0498.jpeg,-28,-32,-4.69795,0.925597
Images/SPI-AOI-TEST-0499.jpeg,17,-9,28.4002,0.927662
Images/SPI-AOI-TEST-0500.jpeg,-1,49,-10.7269,0.992614
Images/SPI-AOI-TEST-0501.jpeg,-10,44,-28.5417,1.04179
Images/SPI-AOI-TEST-0502.jpeg,44,4,-11.7644,1.0812
Images/SPI-AOI-TEST-0503.jpeg,28,-44,-23.4054,1.0961
Images/SPI-AOI-TEST-0504.jpeg,-23,20,25.7226,1.00218
Images/SPI-AOI-TEST-0505.jpeg,50,-37,5.25728,1.02149
Images/SPI-AOI-TEST-0506.jpeg,-38,14,-2.83577,1.00186
Images/SPI-AOI-TEST-0507.jpeg,5,-43,-14.5326,1.04592
Images/SPI-AOI-TEST-0508.jpeg,-29,-46,-6.43047,0.964873
Images/SPI-AOI-TEST-0509.jpeg,22,-40,0.15263,1.01623
Images/SPI-AOI-TEST-0510.jpeg,-9,37,-9.2664,0.932714
Images/SPI-AOI-TEST-0511.jpeg,-32,-8,11.7652,0.988682
Images/SPI-AOI-TEST-0512.jpeg,1,-42,11.6138,0.958469
Images/SPI-AOI-TEST-0513.jpeg,25,14,16.668,1.04278
Images/SPI-AOI-TEST-0514.jpeg,25,-1,23.1925,0.938849
Images/SPI-AOI-TEST-0515.jpeg,-17,-37,-29.1426,1.08065
Images/SPI-AOI-TEST-0516.jpeg,8,9,-20.4719,1.0487
Images/SPI-AOI-TEST-0517.jpeg,-35,40,-0.121327,0.930231
Images/SPI-AOI-TEST-0518.jpeg,-29,-17,1.01146,1.07037
Images/SPI-AOI-TEST-0519.jpeg,9,-36,-26.1202,1.09512
Images/SPI-AOI-TEST-0520.jpeg,33,23,18.2587,1.03896
Images/SPI-AOI-TEST-0521.jpeg,3,-40,-0.90137,1.04194
Images/SPI-AOI-TEST-0522.jpeg,26,-11,19.6496,0.967041
Images/SPI-AOI-TEST-0523.jpeg,-45,-19,6.20958,1.0662
Images/SPI-AOI-TEST-0524.jpeg,-14,-30,25.9353,0.981452
Images/SPI-AOI-TEST-0525.jpeg,46,-41,-24.2203,0.966315
Images/SPI-AOI-TEST-0526.jpeg,13,0,17.335,0.993763
Images/SPI-AOI-TEST-0527.jpeg,13,0,15.6499,0.916659
Images/SPI-AOI-TEST-0528.jpeg,-22,-32,-1.13818,0.939154
Images/SPI-AOI-TEST-0529.jpeg,-15,10,7.60764,1.00986
Images/SPI-AOI-TEST-0530.jpeg,-14,11,4.38003,1.02634
Images/SPI-AOI-TEST-0531.jpeg,37,8,8.73295,0.99226
Images/SPI-AOI-TEST-0532.jpeg,20,20,-8.30999,0.950422
Images/SPI-AOI-TEST-0533.jpeg,2,33,16.3325,1.05264
Images/SPI-AOI-TEST-0534.jpeg,45,31,-6.42071,0.929729
Images/SPI-AOI-TEST-0535.jpeg,-43,-12,-15.2793,1.00654
Images/SPI-AOI-TEST-0536.jpeg,27,47,24.3026,1.09776
Images/SPI-AOI-TEST-0537.jpeg,-47,-19,4.31688,1.06595
Images/SPI-AOI-TEST-0538.jpeg,-30,20,22.0927,0.932556
Images/SPI-AOI-TEST-0539.jpeg,-46,-17,19.696,0.927744
Images/SPI-AOI-TEST-0540.jpeg,46,1,27.6325,1.01118
Images/SPI-AOI-TEST-0541.jpeg,3,15,11.871,0.902251
Images/SPI-AOI-TEST-0542.jpeg,-10,48,-10.2187,0.984702
Images/SPI-AOI-TEST-0543.jpeg,-10,-8,-8.44949,0.911289
Images/SPI-AOI-TEST-0544.jpeg,38,19,16.9336,1.04445
Images/SPI-AOI-TEST-0545.jpeg,44,-37,-21.1676,0.988579
Images/SPI-AOI-TEST-0546.jpeg,-28,35,-27.2305,0.981402
Images/SPI-AOI-TEST-0547.jpeg,15,-38,24.7558,0.932404
Images/SPI-AOI-TEST-0548.jpeg,17,24,26.559,1.03367
Images/SPI-AOI-TEST-0549.jpeg,38,-14,-27.2533,1.0504
Images/SPI-AOI-TEST-0550.jpeg,41,-1,24.472,0.990706
Images/SPI-AOI-TEST-0551.jpeg,-23,21,6.85411,0.955664
Images/SPI-AOI-TEST-0552.jpeg,9,47,-9.02089,0.927174
Images/SPI-AOI-TEST-0553.jpeg,33,-39,-16.1946,1.09776
Images/SPI-AOI-TEST-0554.jpeg,-15,-41,23.6232,0.986833
Images/SPI-AOI-TEST-0555.jpeg,-34,-19,16.5888,1.06411
Images/SPI-AOI-TEST-0556.jpeg,27,-24,-3.05231,0.991551
Images/SPI-AOI-TEST-0557.jpeg,42,-10,2.52295,0.966107
Images/SPI-AOI-TEST-0558.jpeg,20,-29,-5.46818,1.08611
Images/SPI-AOI-TEST-0559.jpeg,8,-45,0.986379,0.991707
Images/SPI-AOI-TEST-0560.jpeg,-22,-24,23.1948,1.0021
Images/SPI-AOI-TEST-0561.jpeg,5,1,-23.0603,1.02432
Images/SPI-AOI-TEST-0562.jpeg,-40,26,0.091597,0.99371
Images/SPI-AOI-TEST-0563.jpeg,42,50,15.6464,1.09362
Images/SPI-AOI-TEST-0564.jpeg,-19,45,26.6935,0.997044
Images/SPI-AOI-TEST-0565.jpeg,19,28,5.26819,0.918893
Images/SPI-AOI-TEST-0566.jpeg,-15,-24,6.47223,1.01962
Images/SPI-AOI-TEST-0567.jpeg,18,-39,5.29986,1.04462
Images/SPI-AOI-TEST-0568.jpeg,6,-3,27.3174,0.96577
Images/SPI-AOI-TEST-0569.jpeg,-3,26,15.5097,1.05943
Images/SPI-AOI-TEST-0570.jpeg,41,-16,-19.4609,1.05165
Images/SPI-AOI-TEST-0571.jpeg,-47,-7,22.1328,0.980554
Images/SPI-AOI-TEST-0572.jpeg,-44,11,17.0389,1.0484
Images/SPI-AOI-TEST-0573.jpeg,12,-24,6.18024,1.06506
Images/SPI-AOI-TEST-0574.jpeg,-14,-44,-20.1342,1.07153
Images/SPI-AOI-TEST-0575.jpeg,-32,-25,17.5372,0.995339
Images/SPI-AOI-TEST-0576.jpeg,-14,43,20.6322,1.04076
Images/SPI-AOI-TEST-0577.jpeg,-13,-24,23.5792,0.944684
Images/SPI-AOI-TEST-0578.jpeg,29,-37,-3.62351,1.03801
Images/SPI-AOI-TEST-0579.jpeg,-40,35,-18.5881,0.977531
Images/SPI-AOI-TEST-0580.jpeg,-19,40,-1.54815,0.94059
Images/SPI-AOI-TEST-0581.jpeg,42,-27,-6.93085,1.01339
Images/SPI-AOI-TEST-0582.jpeg,-6,32,-19.3054,1.09282
Images/SPI-AOI-TEST-0583.jpeg,-13,-36,14.7896,0.93486
Images/SPI-AOI-TEST-0584.jpeg,-37,-35,29.6923,0.99681
Images/SPI-AOI-TEST-0585.jpeg,-45,15,4.21282,1.03125
Images/SPI-AOI-TEST-0586.jpeg,33,15,21.2608,0.959107
Images/SPI-AOI-TEST-0587.jpeg,-21,11,-26.1682,0.998688
Images/SPI-AOI-TEST-0588.jpeg,36,-29,10.7368,0.971223
Images/SPI-AOI-TEST-0589.jpeg,4,-29,9.18979,1.09494
Images/SPI-AOI-TEST-0590.jpeg,31,6,-13.2608,0.947721
Images/SPI-AOI-TEST-0591.jpeg,10,-34,7.24561,0.912364
Images/SPI-AOI-TEST-0592.jpeg,-5,48,27.3973,0.95536
Images/SPI-AOI-TEST-0593.jpeg,1,11,-22.3704,0.955622
Images/SPI-AOI-TEST-0594.jpeg,16,3,4.36515,1.08142
Images/SPI-AOI-TEST-0595.jpeg,-15,35,5.08905,0.977215
Images/SPI-AOI-TEST-0596.jpeg,-42,-7,4.12925,1.00489
Images/SPI-AOI-TEST-0597.jpeg,-3,-31,21.0591,0.972305
Images/SPI-AOI-TEST-0598.jpeg,29,-5,-8.27401,0.964555
Images/SPI-AOI-TEST-0599.jpeg,-6,34,-6.21177,1.05509
Images/SPI-AOI-TEST-0600.jpeg,27,-26,7.89163,1.0912
Images/SPI-AOI-TEST-0601.jpeg,-1,31,18.1997,0.943495
Images/SPI-AOI-TEST-0602.jpeg,23,41,18.192,0.949268
Images/SPI-AOI-TEST-0603.jpeg,-17,5,-23.8855,1.00083
Images/SPI-AOI-TEST-0604.jpeg,-49,-33,-6.37032,0.908169
Images/SPI-AOI-TEST-0605.jpeg,26,32,5.8211,1.02936
Images/SPI-AOI-TEST-0606.jpeg,36,-25,22.7072,0.964384
Images/SPI-AOI-TEST-0607.jpeg,9,-10,-22.5661,1.06376
Images/SPI-AOI-TEST-0608.jpeg,-49,41,-2.9077,0.945009
Images/SPI-AOI-TEST-0609.jpeg,-3,2,20.6308,0.984124
Images/SPI-AOI-TEST-0610.jpeg,-47,24,-4.6712,0.954476
Images/SPI-AOI-TEST-0611.jpeg,-31,43,-1.61836,1.05219
Images/SPI-AOI-TEST-0612.jpeg,4,18,6.97678,1.09386
Images/SPI-AOI-TEST-0613.jpeg,1,16,-15.5301,0.988696
Images/SPI-AOI-TEST-0614.jpeg,-10,13,11.7524,1.02239
Images/SPI-AOI-TEST-0615.jpeg,-44,31,5.37885,0.946673
Images/SPI-AOI-TEST-0616.jpeg,-23,-6,-2.16157,0.906361
Images/SPI-AOI-TEST-0617.jpeg,49,45,-14.6799,1.05111
Images/SPI-AOI-TEST-0618.jpeg,-25,22,6.50061,0.959379
Images/SPI-AOI-TEST-0619.jpeg,-50,-20,20.3136,1.06414
Images/SPI-AOI-TEST-0620.jpeg,17,-33,17.6388,0.989232
Images/SPI-AOI-TEST-0621.jpeg,13,36,-20.568,1.03061
Images/SPI-AOI-TEST-0622.jpeg,34,-43,-6.94442,0.962255
Images/SPI-AOI-TEST-0623.jpeg,-37,13,-16.7258,0.905964
Images/SPI-AOI-TEST-0624.jpeg,-14,44,1.90498,0.98431
Images/SPI-AOI-TEST-0625.jpeg,30,-21,-11.1858,0.948873
Images/SPI-AOI-TEST-0626.jpeg,0,14,16.4827,1.0341
Images/SPI-AOI-TEST-0627.jpeg,27,15,26.4609,1.07214
Images/SPI-AOI-TEST-0628.jpeg,13,-29,2.6301,1.09685
Images/SPI-AOI-TEST-0629.jpeg,-32,24,9.31766,1.04629
Images/SPI-AOI-TEST-0630.jpeg,-24,28,-3.1121,1.02554
Images/SPI-AOI-TEST-0631.jpeg,-32,38,2.41475,1.05328
Images/SPI-AOI-TEST-0632.jpeg,-20,-50,27.2133,0.956654
Images/SPI-AOI-TEST-0633.jpeg,-30,-25,24.7824,1.01843
Images/SPI-AOI-TEST-0634.jpeg,1,46,15.0758,1.04719
Images/SPI-AOI-TEST-0635.jpeg,-8,-30,2.99842,0.981378
Images/SPI-AOI-TEST-0636.jpeg,11,12,8.38483,1.065
Images/SPI-AOI-TEST-0637.jpeg,-1,43,-6.5661,0.95044
Images/SPI-AOI-TEST-0638.jpeg,4,-34,20.4562,0.967033
Images/SPI-AOI-TEST-0639.jpeg,-48,22,-19.5323,0.980762
Images/SPI-AOI-TEST-0640.jpeg,-10,-46,-20.929,1.08455
Images/SPI-AOI-TEST-0641.jpeg,41,40,-9.27345,0.975172
Images/SPI-AOI-TEST-0642.jpeg,-50,-5,-19.5767,1.03249
Images/SPI-AOI-TEST-0643.jpeg,7,-45,-4.63876,1.0352
Images/SPI-AOI-TEST-0644.jpeg,49,-36,15.0505,1.08763
Images/SPI-AOI-TEST-0645.jpeg,2,38,-26.0116,0.908089
Images/SPI-AOI-TEST-0646.jpeg,29,23,-5.0376,0.92853
Images/SPI-AOI-TEST-0647.jpeg,16,-46,29.7847,0.98475
Images/SPI-AOI-TEST-0648.jpeg,2,29,-3.911,0.953388
Images/SPI-AOI-TEST-0649.jpeg,39,-9,27.8078,1.05548
Images/SPI-AOI-TEST-0650.jpeg,21,4,-13.327,1.07486
Images/SPI-AOI-TEST-0651.jpeg,-14,36,-0.170687,1.05732
Images/SPI-AOI-TEST-0652.jpeg,7,39,29.6906,0.983429
Images/SPI-AOI-TEST-0653.jpeg,22,50,-11.7625,0.906135
Images/SPI-AOI-TEST-0654.jpeg,20,23,17.6899,1.01446
Images/SPI-AOI-TEST-0655.jpeg,15,1,29.4825,1.04765
Images/SPI-AOI-TEST-0656.jpeg,-19,13,-19.0251,1.06768
Images/SPI-AOI-TEST-0657.jpeg,26,-3,-1.62369,0.943308
Images/SPI-AOI-TEST-0658.jpeg,-4,22,13.5874,0.945384
Images/SPI-AOI-TEST-0659.jpeg,-39,-36,16.3623,1.08877
Images/SPI-AOI-TEST-0660.jpeg,-23,27,27.2387,0.954531
Images/SPI-AOI-TEST-0661.jpeg,21,-11,7.5741,0.908466
Images/SPI-AOI-TEST-0662.jpeg,-36,10,-11.6472,1.06111
Images/SPI-AOI-TEST-0663.jpeg,-47,-10,-21.9448,1.07612
Images/SPI-AOI-TEST-0664.jpeg,-10,15,22.4722,0.962199
Images/SPI-AOI-TEST-0665.jpeg,45,-38,5.80066,0.993017
Images/SPI-AOI-TEST-0666.jpeg,20,-6,-14.7647,1.02835
Images/SPI-AOI-TEST-0667.jpeg,-2,9,-3.28992,0.938345
Images/SPI-AOI-TEST-0668.jpeg,-27,33,-17.7801,0.928996
Images/SPI-AOI-TEST-0669.jpeg,41,46,4.66063,1.0432
Images/SPI-AOI-TEST-0670.jpeg,-15,18,-10.8946,0.999198
Images/SPI-AOI-TEST-0671.jpeg,-39,-40,2.23676,1.0774
Images/SPI-AOI-TEST-0672.jpeg,24,16,-10.0686,0.971931
Images/SPI-AOI-TEST-0673.jpeg,-33,-38,4.91684,0.97913
Images/SPI-AOI-TEST-0674.jpeg,0,-9,-0.873485,1.05807
Images/SPI-AOI-TEST-0675.jpeg,33,-27,-1.83594,1.07787
Images/SPI-AOI-TEST-0676.jpeg,50,20,-29.8238,1.0307
Images/SPI-AOI-TEST-0677.jpeg,48,-24,24.1585,0.929222
Images/SPI-AOI-TEST-0678.jpeg,-1,19,-1.73884,0.902975
Images/SPI-AOI-TEST-0679.jpeg,-13,43,-27.9834,1.04336
Images/SPI-AOI-TEST-0680.jpeg,-8,40,-3.99578,1.00583
Images/SPI-AOI-TEST-0681.jpeg,2,1,-14.7106,1.01548
Images/SPI-AOI-TEST-0682.jpeg,-50,47,-16.3085,1.03339
Images/SPI-AOI-TEST-0683.jpeg,0,45,-19.0567,0.900054
Images/SPI-AOI-TEST-0684.jpeg,40,-30,5.77131,0.918822
Images/SPI-AOI-TEST-0685.jpeg,-48,49,6.45441,1.01503
Images/SPI-AOI-TEST-0686.jpeg,5,13,10.1019,0.948621
Images/SPI-AOI-TEST-0687.jpeg,3,26,24.2447,1.0785
Images/SPI-AOI-TEST-0688.jpeg,25,-34,-10.3553,1.08847
Images/SPI-AOI-TEST-0689.jpeg,-10,-23,14.7098,0.928355
Images/SPI-AOI-TEST-0690.jpeg,20,-40,-2.39882,1.01816
Images/SPI-AOI-TEST-0691.jpeg,-31,-21,24.9864,0.934167
Images/SPI-AOI-TEST-0692.jpeg,-17,-8,14.4907,1.0799
Images/SPI-AOI-TEST-0693.jpeg,6,-45,15.9208,1.09901
Images/SPI-AOI-TEST-0694.jpeg,-24,36,26.1661,1.0344
Images/SPI-AOI-TEST-0695.jpeg,37,-10,22.4114,1.01293
Images/SPI-AOI-TEST-0696.jpeg,-20,-50,13.3503,0.965552
Images/SPI-AOI-TEST-0697.jpeg,-19,32,-17.7499,1.09826
Images/SPI-AOI-TEST-0698.jpeg,46,-12,-1.73736,1.0038
Images/SPI-AOI-TEST-0699.jpeg,-12,-47,5.44288,1.07259
Images/SPI-AOI-TEST-0700.jpeg,23,-18,-13.4459,0.961098
Images/SPI-AOI-TEST-0701.jpeg,-50,10,3.99916,1.07626
Images/SPI-AOI-TEST-0702.jpeg,-34,-37,6.00072,0.92923
Images/SPI-AOI-TEST-0703.jpeg,-7,-3,8.1307,1.04648
Images/SPI-AOI-TEST-0704.jpeg,12,-12,-26.9115,0.951702
Images/SPI-AOI-TEST-0705.jpeg,-11,31,-20.9677,0.970045
Images/SPI-AOI-TEST-0706.jpeg,11,37,22.6259,0.926939
Images/SPI-AOI-TEST-0707.jpeg,19,42,-24.7223,1.06735
Images/SPI-AOI-TEST-0708.jpeg,49,-33,23.8574,1.0894
Images/SPI-AOI-TEST-0709.jpeg,-18,-30,-13.5224,0.916907
Images/SPI-AOI-TEST-0710.jpeg,-22,-47,16.5579,1.05737
Images/SPI-AOI-TEST-0711.jpeg,15,-47,6.67828,0.993281
Images/SPI-AOI-TEST-0712.jpeg,34,-4,-3.34285,0.932448
Images/SPI-AOI-TEST-0713.jpeg,49,1,-1.01293,1.00789
Images/SPI-AOI-TEST-0714.jpeg,-37,34,-21.8701,1.0035
Images/SPI-AOI-TEST-0715.jpeg,38,-8,23.3664,1.00417
Images/SPI-AOI-TEST-0716.jpeg,-11,22,21.2354,0.982838
Images/SPI-AOI-TEST-0717.jpeg,2,11,14.1856,0.953496
Images/SPI-AOI-TEST-0718.jpeg,-8,2,14.3856,0.907737
Images/SPI-AOI-TEST-0719.jpeg,30,-31,13.9714,1.00786
Images/SPI-AOI-TEST-0720.jpeg,31,-47,1.7313,0.93699
Images/SPI-AOI-TEST-0721.jpeg,-21,-34,-21.5043,0.969326
Images/SPI-AOI-TEST-0722.jpeg,-3,28,26.1733,0.905681
Images/SPI-AOI-TEST-0723.jpeg,-42,38,0.780987,0.967597
Images/SPI-AOI-TEST-0724.jpeg,16,13,18.999,1.04602
Images/SPI-AOI-TEST-0725.jpeg,35,-11,25.7853,1.0684
Images/SPI-AOI-TEST-0726.jpeg,-25,-17,-26.0053,0.900166
